i;date;currency;open;high;low;close;volume
1116;2023-11-16 12:45:00;GOOGL;136.7950;136.9000;136.7000;136.8200;485649
1117;2023-11-16 12:30:00;GOOGL;136.7050;136.9050;136.5400;136.7900;438788
1118;2023-11-16 12:15:00;GOOGL;136.5800;136.7200;136.4100;136.7020;454848
1119;2023-11-16 12:00:00;GOOGL;136.4900;136.6400;136.4300;136.6000;596625
1120;2023-11-16 11:45:00;GOOGL;136.1900;136.5400;136.0500;136.4750;719695
1121;2023-11-16 11:30:00;GOOGL;136.0300;136.2150;135.9400;136.1900;634005
1122;2023-11-16 11:15:00;GOOGL;136.1950;136.2550;135.9310;136.0250;587581
1123;2023-11-16 11:00:00;GOOGL;136.1900;136.1980;135.7700;136.1900;822600
1124;2023-11-16 10:45:00;GOOGL;136.3850;136.7300;136.1300;136.1960;988739
1125;2023-11-16 10:30:00;GOOGL;137.0000;137.2200;136.1900;136.3500;1206896
1126;2023-11-16 10:15:00;GOOGL;136.6600;137.0150;136.3500;136.9700;1542998
1127;2023-11-16 10:00:00;GOOGL;135.9500;136.8400;135.9100;136.6700;1662491
1128;2023-11-16 09:45:00;GOOGL;135.0500;136.1900;134.8500;135.9500;2019449
1129;2023-11-16 09:30:00;GOOGL;135.1900;135.5200;134.3200;135.0600;2412579
1130;2023-11-16 09:15:00;GOOGL;135.5400;135.6900;134.8600;135.1800;64186
1131;2023-11-16 09:00:00;GOOGL;135.8100;135.8100;134.1050;135.5600;27763
1132;2023-11-16 08:45:00;GOOGL;135.7500;135.9000;135.7000;135.7800;19688
1133;2023-11-16 08:30:00;GOOGL;135.4400;135.8800;135.4200;135.7800;34520
1134;2023-11-16 08:15:00;GOOGL;135.1500;135.5000;134.6200;135.4100;17191
1135;2023-11-16 08:00:00;GOOGL;134.9000;135.3000;134.6200;135.1500;36574
1136;2023-11-16 07:45:00;GOOGL;135.0500;135.0800;134.9500;134.9800;2233
1137;2023-11-16 07:30:00;GOOGL;135.0400;135.1500;134.9700;135.0100;12911
1138;2023-11-16 07:15:00;GOOGL;134.8400;135.0800;134.8400;135.0000;5456
1139;2023-11-16 07:00:00;GOOGL;134.9600;135.0800;134.7700;134.8200;9102
1140;2023-11-16 06:45:00;GOOGL;134.9300;134.9800;134.8700;134.9600;1336
1141;2023-11-16 06:30:00;GOOGL;135.0300;135.1200;134.9200;134.9600;273
1142;2023-11-16 06:15:00;GOOGL;135.0400;135.1200;134.9400;135.1200;1554
1143;2023-11-16 06:00:00;GOOGL;135.0900;135.2000;135.0200;135.0400;1947
1144;2023-11-16 05:45:00;GOOGL;134.9900;135.0900;134.9900;135.0700;1801
1145;2023-11-16 05:30:00;GOOGL;135.0000;135.0200;134.9400;134.9800;618
1146;2023-11-16 05:15:00;GOOGL;134.9000;135.0000;134.8900;134.9800;2348
1147;2023-11-16 05:00:00;GOOGL;134.8900;134.8900;134.8000;134.8800;314
1148;2023-11-16 04:45:00;GOOGL;134.8400;134.9100;134.8000;134.9100;262
1149;2023-11-16 04:30:00;GOOGL;134.7700;134.8700;134.7500;134.8200;818
1150;2023-11-16 04:15:00;GOOGL;134.7900;134.9500;134.7900;134.8000;2243
1151;2023-11-16 04:00:00;GOOGL;134.7200;135.0600;134.4300;134.8000;2381
1152;2023-11-15 19:45:00;GOOGL;134.9700;135.1200;134.8200;135.1200;5186
1153;2023-11-15 19:30:00;GOOGL;134.9900;135.0300;134.9400;134.9500;1124
1154;2023-11-15 19:15:00;GOOGL;134.9500;135.0500;134.9400;134.9900;3776
1155;2023-11-15 19:00:00;GOOGL;134.9500;135.0000;134.9400;134.9500;4659
1156;2023-11-15 18:45:00;GOOGL;134.7900;134.9500;134.7900;134.9500;3246
1157;2023-11-15 18:30:00;GOOGL;134.9000;134.9700;134.7800;134.9400;2322
1158;2023-11-15 18:15:00;GOOGL;134.8800;135.0500;134.7000;134.9500;3709
1159;2023-11-15 18:00:00;GOOGL;134.8700;134.9900;134.8500;134.8800;5724
1160;2023-11-15 17:45:00;GOOGL;134.7500;134.9200;134.7500;134.8500;549
1161;2023-11-15 17:30:00;GOOGL;134.7000;134.8100;134.6200;134.7500;551566
1162;2023-11-15 17:15:00;GOOGL;134.8800;134.9200;134.6200;134.7500;19106
1163;2023-11-15 17:00:00;GOOGL;134.9000;134.9400;134.8020;134.8020;3132
1164;2023-11-15 16:45:00;GOOGL;134.9100;134.9500;134.6200;134.9000;17197
1165;2023-11-15 16:30:00;GOOGL;134.8800;135.0500;131.9250;134.9100;37821
1166;2023-11-15 16:15:00;GOOGL;134.7900;134.9100;134.3800;134.8700;37406
1167;2023-11-15 16:00:00;GOOGL;134.6700;134.9200;134.6000;134.7900;8900492
1168;2023-11-15 15:45:00;GOOGL;134.6700;134.8100;134.4400;134.6700;2429411
1169;2023-11-15 15:30:00;GOOGL;134.5450;134.7300;134.4850;134.6700;734646
1170;2023-11-15 15:15:00;GOOGL;134.3700;134.5500;134.2950;134.5450;429043
1171;2023-11-15 15:00:00;GOOGL;134.5000;134.5150;134.3000;134.3800;670184
1172;2023-11-15 14:45:00;GOOGL;134.4300;134.5700;134.3400;134.4950;324682
1173;2023-11-15 14:30:00;GOOGL;134.6300;134.6500;134.3750;134.4150;341504
1174;2023-11-15 14:15:00;GOOGL;134.5100;134.6300;134.2600;134.6300;310252
1175;2023-11-15 14:00:00;GOOGL;134.4800;134.6050;134.4200;134.5100;336281
1176;2023-11-15 13:45:00;GOOGL;134.3300;134.5200;134.3050;134.4750;403950
1177;2023-11-15 13:30:00;GOOGL;134.1550;134.3680;134.0850;134.3200;346320
1178;2023-11-15 13:15:00;GOOGL;133.6800;134.1600;133.6100;134.1550;474523
1179;2023-11-15 13:00:00;GOOGL;133.9700;134.0200;133.5700;133.6800;558673
1180;2023-11-15 12:45:00;GOOGL;134.1200;134.2700;133.9100;133.9700;332239
1181;2023-11-15 12:30:00;GOOGL;134.2200;134.2200;133.9900;134.1200;417416
1182;2023-11-15 12:15:00;GOOGL;134.1400;134.2700;134.0400;134.2200;360429
1183;2023-11-15 12:00:00;GOOGL;134.0500;134.2800;133.9700;134.1300;464730
1184;2023-11-15 11:45:00;GOOGL;134.1700;134.3250;133.9350;134.0400;559947
1185;2023-11-15 11:30:00;GOOGL;134.4250;134.5600;134.0800;134.1600;577870
1186;2023-11-15 11:15:00;GOOGL;134.1200;134.5300;134.0600;134.4300;745237
1187;2023-11-15 11:00:00;GOOGL;134.1200;134.2300;133.8700;134.1100;598570
1188;2023-11-15 10:45:00;GOOGL;134.0300;134.3750;134.0250;134.1180;805721
1189;2023-11-15 10:30:00;GOOGL;134.0700;134.1650;133.6900;134.0250;921613
1190;2023-11-15 10:15:00;GOOGL;133.8050;134.3300;133.7500;134.0700;810439
1191;2023-11-15 10:00:00;GOOGL;134.0200;134.0960;133.7700;133.8000;729036
1192;2023-11-15 09:45:00;GOOGL;133.8150;134.2800;133.7360;134.0300;940668
1193;2023-11-15 09:30:00;GOOGL;134.8700;135.0300;133.6850;133.8100;1989910
1194;2023-11-15 09:15:00;GOOGL;134.2300;134.9500;134.0700;134.8600;64875
1195;2023-11-15 09:00:00;GOOGL;134.5100;134.5400;133.6200;134.2800;42245
1196;2023-11-15 08:45:00;GOOGL;134.2800;134.6900;133.6200;134.4400;26120
1197;2023-11-15 08:30:00;GOOGL;134.7300;135.0000;133.6200;134.2700;120678
1198;2023-11-15 08:15:00;GOOGL;134.7530;134.7620;134.5700;134.6800;22444
1199;2023-11-15 08:00:00;GOOGL;134.6000;134.7800;133.6200;134.7700;63168
1200;2023-11-15 07:45:00;GOOGL;134.5900;134.7400;134.5600;134.7100;5766
1201;2023-11-15 07:30:00;GOOGL;134.6100;134.7200;134.5600;134.6700;5172
1202;2023-11-15 07:15:00;GOOGL;134.6900;134.8000;134.5000;134.6200;11770
1203;2023-11-15 07:00:00;GOOGL;134.5600;134.7500;134.5400;134.6800;14935
1204;2023-11-15 06:45:00;GOOGL;134.4300;134.5700;134.4300;134.5400;6014
1205;2023-11-15 06:30:00;GOOGL;134.3900;134.4500;134.3700;134.3800;332
1206;2023-11-15 06:15:00;GOOGL;134.3500;134.3900;134.3100;134.3700;1786
1207;2023-11-15 06:00:00;GOOGL;134.4900;134.5000;134.3300;134.3500;2097
1208;2023-11-15 05:45:00;GOOGL;134.4200;134.5700;134.4100;134.4500;2705
1209;2023-11-15 05:30:00;GOOGL;134.2900;134.4700;134.2800;134.4200;2447
1210;2023-11-15 05:15:00;GOOGL;134.2300;134.3000;134.1700;134.2800;1264
1211;2023-11-15 05:00:00;GOOGL;134.1000;134.2300;134.0600;134.2300;701
1212;2023-11-15 04:45:00;GOOGL;134.0000;134.1100;133.9000;134.1100;2225
1213;2023-11-15 04:30:00;GOOGL;134.2800;134.2800;133.9400;133.9700;7166
1214;2023-11-15 04:15:00;GOOGL;134.3000;134.3400;134.1500;134.2800;2839
1215;2023-11-15 04:00:00;GOOGL;134.3000;134.3800;134.2500;134.3400;2091
1216;2023-11-14 19:45:00;GOOGL;134.0100;134.3300;134.0100;134.3000;12457
1217;2023-11-14 19:30:00;GOOGL;134.0600;134.1500;134.0100;134.0100;6660
1218;2023-11-14 19:15:00;GOOGL;133.8300;134.0600;133.7400;134.0600;21384
1219;2023-11-14 19:00:00;GOOGL;133.7500;133.8200;133.7000;133.8200;9091
1220;2023-11-14 18:45:00;GOOGL;133.7600;133.7600;133.7000;133.7500;1160
1221;2023-11-14 18:30:00;GOOGL;133.7700;133.7800;133.7200;133.7400;1356
1222;2023-11-14 18:15:00;GOOGL;133.7200;133.7800;133.6600;133.7500;3748
1223;2023-11-14 18:00:00;GOOGL;133.6500;133.7800;133.6500;133.7800;2709
1224;2023-11-14 17:45:00;GOOGL;133.7000;133.7800;133.6200;133.6500;3171
1225;2023-11-14 17:30:00;GOOGL;133.6600;133.7000;133.6200;133.6500;5191
1226;2023-11-14 17:15:00;GOOGL;133.7400;133.7400;133.6300;133.6300;2442
1227;2023-11-14 17:00:00;GOOGL;133.6500;142.3310;133.6500;133.7300;2599
1228;2023-11-14 16:45:00;GOOGL;133.7500;133.7700;133.6200;133.6500;42481
1229;2023-11-14 16:30:00;GOOGL;133.6100;133.8300;133.6100;133.7500;6861
1230;2023-11-14 16:15:00;GOOGL;133.6200;133.7600;133.5000;133.6100;48141
1231;2023-11-14 16:00:00;GOOGL;133.6350;133.9200;133.6100;133.6500;9052109
1232;2023-11-14 15:45:00;GOOGL;134.2370;134.3450;133.3200;133.6350;4413655
1233;2023-11-14 15:30:00;GOOGL;134.6200;134.6600;134.2100;134.2300;1254816
1234;2023-11-14 15:15:00;GOOGL;134.6200;134.7700;134.3700;134.6100;974230
1235;2023-11-14 15:00:00;GOOGL;134.8000;134.8300;134.5980;134.6300;718446
1236;2023-11-14 14:45:00;GOOGL;134.7400;134.8850;134.6400;134.8050;1321053
1237;2023-11-14 14:30:00;GOOGL;134.5710;134.7900;134.5700;134.7400;514805
1238;2023-11-14 14:15:00;GOOGL;134.3450;134.6100;134.2850;134.5750;433260
1239;2023-11-14 14:00:00;GOOGL;134.5500;134.5500;134.2900;134.3400;775381
1240;2023-11-14 13:45:00;GOOGL;134.7330;134.9200;134.5500;134.5500;590117
1241;2023-11-14 13:30:00;GOOGL;134.8800;135.0300;134.7100;134.7400;495096
1242;2023-11-14 13:15:00;GOOGL;134.7400;134.9200;134.6700;134.8800;369384
1243;2023-11-14 13:00:00;GOOGL;134.7000;134.8500;134.6100;134.7400;432127
1244;2023-11-14 12:45:00;GOOGL;134.4000;134.6800;134.3600;134.6800;392692
1245;2023-11-14 12:30:00;GOOGL;134.0500;134.4700;134.0250;134.3900;1053429
1246;2023-11-14 12:15:00;GOOGL;134.0200;134.1350;133.9800;134.0450;369037
1247;2023-11-14 12:00:00;GOOGL;134.1200;134.3650;133.9750;134.0300;684348
1248;2023-11-14 11:45:00;GOOGL;134.3900;134.4500;133.9600;134.1100;493196
1249;2023-11-14 11:30:00;GOOGL;134.0450;134.4300;134.0000;134.3850;784687
1250;2023-11-14 11:15:00;GOOGL;134.4900;134.5650;133.9800;134.0450;1059200
1251;2023-11-14 11:00:00;GOOGL;134.3300;134.4950;134.1250;134.4950;733732
1252;2023-11-14 10:45:00;GOOGL;134.6450;134.8700;134.2900;134.3300;747374
1253;2023-11-14 10:30:00;GOOGL;135.0700;135.1970;134.4400;134.6490;713395
1254;2023-11-14 10:15:00;GOOGL;135.0450;135.2000;134.6900;135.0600;931875
1255;2023-11-14 10:00:00;GOOGL;134.8900;135.7000;134.8700;135.0450;1548484
1256;2023-11-14 09:45:00;GOOGL;134.5600;134.9580;134.1800;134.9000;1894035
1257;2023-11-14 09:30:00;GOOGL;134.1900;134.8800;133.9550;134.5480;2977237
1258;2023-11-14 09:15:00;GOOGL;134.6000;134.7300;134.0200;134.2000;149249
1259;2023-11-14 09:00:00;GOOGL;134.6500;134.6800;134.4000;134.5500;121999
1260;2023-11-14 08:45:00;GOOGL;134.3200;134.9000;134.2100;134.7000;85129
1261;2023-11-14 08:30:00;GOOGL;132.3500;134.6000;131.9500;134.2500;159504
1262;2023-11-14 08:15:00;GOOGL;132.3700;132.4390;132.2700;132.4000;8212
1263;2023-11-14 08:00:00;GOOGL;132.3100;132.5000;132.0280;132.3900;20186
1264;2023-11-14 07:45:00;GOOGL;132.3400;132.3400;132.2200;132.3200;4066
1265;2023-11-14 07:30:00;GOOGL;132.4000;132.4100;132.3100;132.3500;1175
1266;2023-11-14 07:15:00;GOOGL;132.3800;132.4700;132.3100;132.4000;3510
1267;2023-11-14 07:00:00;GOOGL;132.2400;132.4000;132.2400;132.3600;6009
1268;2023-11-14 06:45:00;GOOGL;132.2400;132.2600;132.2200;132.2500;5144
1269;2023-11-14 06:30:00;GOOGL;132.2100;132.2500;132.1500;132.2400;2876
1270;2023-11-14 06:15:00;GOOGL;132.1000;132.2300;132.0800;132.2000;887
1271;2023-11-14 06:00:00;GOOGL;132.2400;132.2600;132.0400;132.0900;1929
1272;2023-11-14 05:45:00;GOOGL;132.3300;132.3300;132.2400;132.2700;1080
1273;2023-11-14 05:30:00;GOOGL;132.5000;132.5500;132.3400;132.3800;586
1274;2023-11-14 05:15:00;GOOGL;132.4600;132.5300;132.3600;132.5000;2790
1275;2023-11-14 05:00:00;GOOGL;132.3200;132.4400;132.3200;132.3800;1227
1276;2023-11-14 04:45:00;GOOGL;132.3500;132.4400;132.3400;132.3700;690
1277;2023-11-14 04:30:00;GOOGL;132.4500;132.5000;132.3300;132.3400;1461
1278;2023-11-14 04:15:00;GOOGL;132.5500;132.6400;132.4300;132.4800;1210
1279;2023-11-14 04:00:00;GOOGL;132.2100;132.6300;132.2100;132.5500;1348
1280;2023-11-13 19:45:00;GOOGL;132.0300;132.0300;131.9200;131.9500;2867
1281;2023-11-13 19:30:00;GOOGL;131.9200;132.0200;131.9200;131.9900;2388
1282;2023-11-13 19:15:00;GOOGL;132.0200;132.0500;131.9200;131.9500;1404
1283;2023-11-13 19:00:00;GOOGL;132.0100;132.0900;131.9200;132.0400;1374
1284;2023-11-13 18:45:00;GOOGL;132.0000;132.0400;131.9300;131.9400;541
1285;2023-11-13 18:30:00;GOOGL;132.0100;132.0100;131.9470;132.0000;583
1286;2023-11-13 18:15:00;GOOGL;132.0800;132.0800;131.9300;131.9500;818
1287;2023-11-13 18:00:00;GOOGL;132.0300;132.0800;131.9500;131.9500;324
1288;2023-11-13 17:45:00;GOOGL;132.0500;132.0800;132.0000;132.0300;877
1289;2023-11-13 17:30:00;GOOGL;132.0800;132.0900;131.9400;132.0800;227968
1290;2023-11-13 17:15:00;GOOGL;131.9400;135.9410;130.0970;132.0900;45280
1291;2023-11-13 17:00:00;GOOGL;132.0200;132.0900;131.9400;132.0500;13887
1292;2023-11-13 16:45:00;GOOGL;132.0600;132.1200;132.0200;132.0600;8272
1293;2023-11-13 16:30:00;GOOGL;132.1000;132.1100;132.0600;132.0600;6501
1294;2023-11-13 16:15:00;GOOGL;132.0900;132.1100;132.0600;132.1100;3370
1295;2023-11-13 16:00:00;GOOGL;132.0900;132.2100;132.0000;132.0900;4780738
1296;2023-11-13 15:45:00;GOOGL;132.2700;132.2900;132.0300;132.0900;2063980
1297;2023-11-13 15:30:00;GOOGL;132.3550;132.3550;132.2000;132.2650;681303
1298;2023-11-13 15:15:00;GOOGL;132.5700;132.5750;132.3200;132.3600;525744
1299;2023-11-13 15:00:00;GOOGL;132.4400;132.5900;132.3000;132.5750;421432
1300;2023-11-13 14:45:00;GOOGL;132.5250;132.5600;132.3400;132.4400;331239
1301;2023-11-13 14:30:00;GOOGL;132.5500;132.5900;132.3700;132.5300;454238
1302;2023-11-13 14:15:00;GOOGL;132.3050;132.5800;132.2300;132.5500;317051
1303;2023-11-13 14:00:00;GOOGL;132.2300;132.3110;132.1700;132.3110;217897
1304;2023-11-13 13:45:00;GOOGL;132.3400;132.4400;132.2100;132.2300;293219
1305;2023-11-13 13:30:00;GOOGL;132.1400;132.3300;132.0600;132.3300;299181
1306;2023-11-13 13:15:00;GOOGL;132.1400;132.2600;132.0000;132.1350;394781
1307;2023-11-13 13:00:00;GOOGL;132.2100;132.2100;131.9800;132.1400;373587
1308;2023-11-13 12:45:00;GOOGL;132.2000;132.2700;132.0700;132.2000;360054
1309;2023-11-13 12:30:00;GOOGL;132.2200;132.3300;132.0700;132.2100;337481
1310;2023-11-13 12:15:00;GOOGL;132.1700;132.3100;132.0300;132.1900;244665
1311;2023-11-13 12:00:00;GOOGL;132.2700;132.3800;132.0500;132.1800;346257
1312;2023-11-13 11:45:00;GOOGL;132.2300;132.4900;132.1900;132.2700;620429
1313;2023-11-13 11:30:00;GOOGL;132.3700;132.3950;132.0800;132.2200;433932
1314;2023-11-13 11:15:00;GOOGL;132.3000;132.4100;132.1200;132.3800;409532
1315;2023-11-13 11:00:00;GOOGL;132.1500;132.3300;132.0000;132.3050;493079
1316;2023-11-13 10:45:00;GOOGL;131.9400;132.2800;131.9100;132.1500;641681
1317;2023-11-13 10:30:00;GOOGL;131.9500;132.1100;131.8600;131.9400;579436
1318;2023-11-13 10:15:00;GOOGL;131.7540;131.9600;131.5500;131.9550;676061
1319;2023-11-13 10:00:00;GOOGL;131.6700;131.8940;131.6500;131.7500;985760
1320;2023-11-13 09:45:00;GOOGL;131.3900;131.7300;131.2500;131.6600;977196
1321;2023-11-13 09:30:00;GOOGL;131.7800;132.2400;131.3800;131.4000;1635656
1322;2023-11-13 09:15:00;GOOGL;131.8800;132.0000;131.7000;131.8700;22972
1323;2023-11-13 09:00:00;GOOGL;131.9000;132.0000;131.8000;131.8300;11572
1324;2023-11-13 08:45:00;GOOGL;131.9800;132.0590;131.7600;131.9400;23792
1325;2023-11-13 08:30:00;GOOGL;132.3500;132.4320;131.8800;131.9800;15587
1326;2023-11-13 08:15:00;GOOGL;132.3000;132.4000;132.2400;132.3000;4059
1327;2023-11-13 08:00:00;GOOGL;132.1800;132.5900;131.5200;132.3100;24450
1328;2023-11-13 07:45:00;GOOGL;132.3200;132.4000;132.2700;132.3800;3602
1329;2023-11-13 07:30:00;GOOGL;132.2500;132.3300;132.1900;132.3100;5855
1330;2023-11-13 07:15:00;GOOGL;132.2300;132.2900;132.1200;132.2800;9569
1331;2023-11-13 07:00:00;GOOGL;132.2100;132.3200;132.1200;132.2200;9587
1332;2023-11-13 06:45:00;GOOGL;132.1000;132.2100;132.1000;132.2000;492
1333;2023-11-13 06:30:00;GOOGL;132.0900;132.1200;132.0300;132.1100;439
1334;2023-11-13 06:15:00;GOOGL;132.2500;132.2500;132.0400;132.1000;896
1335;2023-11-13 06:00:00;GOOGL;132.3400;132.3400;132.0800;132.2700;2971
1336;2023-11-13 05:45:00;GOOGL;132.2700;132.3900;132.1900;132.3900;1667
1337;2023-11-13 05:30:00;GOOGL;132.2600;132.2700;132.1100;132.2600;920
1338;2023-11-13 05:15:00;GOOGL;132.0700;132.2700;132.0700;132.2700;1549
1339;2023-11-13 05:00:00;GOOGL;132.1600;132.1600;132.0400;132.0500;1263
1340;2023-11-13 04:45:00;GOOGL;132.0300;132.1600;132.0200;132.1600;907
1341;2023-11-13 04:30:00;GOOGL;132.0700;132.0700;131.9300;132.0000;2067
1342;2023-11-13 04:15:00;GOOGL;131.9700;132.1400;131.9700;132.0400;2228
1343;2023-11-13 04:00:00;GOOGL;131.9500;132.0900;131.8900;131.9700;1560
1344;2023-11-10 19:45:00;GOOGL;132.2200;132.3000;132.1800;132.2700;3543
1345;2023-11-10 19:30:00;GOOGL;132.2000;132.2900;132.2000;132.2000;837
1346;2023-11-10 19:15:00;GOOGL;132.2000;132.3100;132.2000;132.2900;2177
1347;2023-11-10 19:00:00;GOOGL;132.2200;132.3200;132.1200;132.2000;3216
1348;2023-11-10 18:45:00;GOOGL;132.3300;132.3300;132.1700;132.2000;1249
1349;2023-11-10 18:30:00;GOOGL;132.2900;132.3300;132.2000;132.2000;1807
1350;2023-11-10 18:15:00;GOOGL;132.1800;132.3300;132.1700;132.2800;1365
1351;2023-11-10 18:00:00;GOOGL;132.2000;132.2100;132.1400;132.1700;744
1352;2023-11-10 17:45:00;GOOGL;132.2300;132.3400;132.2000;132.2000;2937
1353;2023-11-10 17:30:00;GOOGL;132.3900;132.3900;132.2100;132.2400;2883
1354;2023-11-10 17:15:00;GOOGL;132.3800;138.0070;129.9800;132.2900;812494
1355;2023-11-10 17:00:00;GOOGL;132.3600;132.5900;132.2420;132.3800;13648
1356;2023-11-10 16:45:00;GOOGL;132.4800;132.6400;132.3500;132.3600;7924
1357;2023-11-10 16:30:00;GOOGL;132.4600;132.5800;132.4300;132.4300;5599
1358;2023-11-10 16:15:00;GOOGL;132.5900;132.5900;132.4100;132.4700;112407
1359;2023-11-10 16:00:00;GOOGL;132.6100;132.6700;132.4100;132.4800;11095113
1360;2023-11-10 15:45:00;GOOGL;132.6300;132.8000;132.4300;132.6000;2150258
1361;2023-11-10 15:30:00;GOOGL;132.6350;132.6910;132.4780;132.6350;821839
1362;2023-11-10 15:15:00;GOOGL;132.5400;132.6700;132.4500;132.6400;682049
1363;2023-11-10 15:00:00;GOOGL;132.4800;132.5970;132.4500;132.5400;362703
1364;2023-11-10 14:45:00;GOOGL;132.4600;132.5600;132.3820;132.4800;318409
1365;2023-11-10 14:30:00;GOOGL;132.4800;132.6150;132.2950;132.4700;379008
1366;2023-11-10 14:15:00;GOOGL;132.4300;132.5200;132.3300;132.4700;288720
1367;2023-11-10 14:00:00;GOOGL;132.3150;132.5200;132.2900;132.4350;349492
1368;2023-11-10 13:45:00;GOOGL;132.5250;132.5880;132.2850;132.3150;461427
1369;2023-11-10 13:30:00;GOOGL;132.3000;132.5300;132.3000;132.5200;545111
1370;2023-11-10 13:15:00;GOOGL;132.0000;132.2980;131.9250;132.2700;462220
1371;2023-11-10 13:00:00;GOOGL;132.1400;132.2200;131.8500;132.0000;481626
1372;2023-11-10 12:45:00;GOOGL;132.0800;132.2500;131.9750;132.1300;513778
1373;2023-11-10 12:30:00;GOOGL;131.7370;132.2200;131.7100;132.0850;836599
1374;2023-11-10 12:15:00;GOOGL;131.7200;131.8800;131.6200;131.7300;482512
1375;2023-11-10 12:00:00;GOOGL;131.5580;131.8900;131.5450;131.7200;690957
1376;2023-11-10 11:45:00;GOOGL;131.2990;131.5700;131.2650;131.5540;538855
1377;2023-11-10 11:30:00;GOOGL;131.1340;131.3000;130.9400;131.2900;591040
1378;2023-11-10 11:15:00;GOOGL;131.1400;131.1800;130.9800;131.1300;580177
1379;2023-11-10 11:00:00;GOOGL;130.1200;131.1400;130.1000;131.1200;986157
1380;2023-11-10 10:45:00;GOOGL;129.7700;130.1200;129.7160;130.1200;624801
1381;2023-11-10 10:30:00;GOOGL;130.1400;130.2600;129.7100;129.7600;878536
1382;2023-11-10 10:15:00;GOOGL;130.6400;130.8200;130.0300;130.1400;862664
1383;2023-11-10 10:00:00;GOOGL;130.7900;130.8020;130.2400;130.6350;1078173
1384;2023-11-10 09:45:00;GOOGL;130.4200;130.8850;130.3220;130.7950;1086165
1385;2023-11-10 09:30:00;GOOGL;130.1050;130.4300;129.4100;130.4200;2074757
1386;2023-11-10 09:15:00;GOOGL;130.4400;130.4400;129.9200;130.1400;32847
1387;2023-11-10 09:00:00;GOOGL;130.2300;130.4500;130.2000;130.3500;19655
1388;2023-11-10 08:45:00;GOOGL;130.2000;130.3500;130.1700;130.3200;18458
1389;2023-11-10 08:30:00;GOOGL;130.0000;130.2400;129.9000;130.2100;11112
1390;2023-11-10 08:15:00;GOOGL;129.9900;130.0900;129.8500;130.0000;22963
1391;2023-11-10 08:00:00;GOOGL;129.7100;130.2400;129.4500;130.0000;20762
1392;2023-11-10 07:45:00;GOOGL;129.8500;129.9000;129.7000;129.9000;9910
1393;2023-11-10 07:30:00;GOOGL;129.8000;129.9000;129.7300;129.8500;5581
1394;2023-11-10 07:15:00;GOOGL;129.6500;129.7800;129.6500;129.7800;3926
1395;2023-11-10 07:00:00;GOOGL;129.5500;129.6900;129.5100;129.6400;7705
1396;2023-11-10 06:45:00;GOOGL;129.5000;129.5500;129.3400;129.5500;12452
1397;2023-11-10 06:30:00;GOOGL;129.4900;129.6200;129.4000;129.4900;2931
1398;2023-11-10 06:15:00;GOOGL;129.5000;129.5400;129.4200;129.4600;1972
1399;2023-11-10 06:00:00;GOOGL;129.5600;129.6000;129.5100;129.5200;1012
1400;2023-11-10 05:45:00;GOOGL;129.5000;129.6000;129.5000;129.5800;3114
1401;2023-11-10 05:30:00;GOOGL;129.5900;129.6700;129.4000;129.4100;3387
1402;2023-11-10 05:15:00;GOOGL;129.5800;129.6300;129.5300;129.6100;947
1403;2023-11-10 05:00:00;GOOGL;129.7300;129.7500;129.5100;129.5100;3986
1404;2023-11-10 04:45:00;GOOGL;129.6500;129.8600;129.6400;129.7300;721
1405;2023-11-10 04:30:00;GOOGL;129.6200;129.6900;129.5000;129.6900;2325
1406;2023-11-10 04:15:00;GOOGL;129.6000;129.7600;129.4000;129.6200;2737
1407;2023-11-10 04:00:00;GOOGL;129.2500;129.9200;129.2500;129.6300;3282
1408;2023-11-09 19:45:00;GOOGL;129.4100;129.6600;129.3600;129.5200;5272
1409;2023-11-09 19:30:00;GOOGL;129.3900;129.4600;129.3600;129.4000;2495
1410;2023-11-09 19:15:00;GOOGL;129.4900;129.5100;129.3600;129.4300;5194
1411;2023-11-09 19:00:00;GOOGL;129.5500;129.6500;129.4800;129.4900;1819
1412;2023-11-09 18:45:00;GOOGL;129.6000;129.6800;129.5000;129.5000;2476
1413;2023-11-09 18:30:00;GOOGL;129.6800;129.6800;129.5500;129.6100;1719
1414;2023-11-09 18:15:00;GOOGL;129.6200;129.6800;129.4800;129.6800;6679
1415;2023-11-09 18:00:00;GOOGL;129.5400;129.6800;129.5000;129.6200;2822
1416;2023-11-09 17:45:00;GOOGL;129.7800;129.7800;129.4700;129.5400;6965
1417;2023-11-09 17:30:00;GOOGL;129.5500;130.2400;129.5100;129.6900;9907
1418;2023-11-09 17:15:00;GOOGL;129.6200;130.5000;129.4900;129.6100;680103
