i;date;currency;open;high;low;close;volume
2028;2023-10-27 08:45:00;GOOGL;122.8100;123.1800;122.7700;122.9700;32924
2029;2023-10-27 08:30:00;GOOGL;122.9500;123.0000;122.6300;122.7000;30160
2030;2023-10-27 08:15:00;GOOGL;122.8300;123.0000;122.7850;123.0000;11011
2031;2023-10-27 08:00:00;GOOGL;122.9500;123.8900;122.2800;122.8400;50297
2032;2023-10-27 07:45:00;GOOGL;122.6300;122.8900;122.6200;122.7000;7529
2033;2023-10-27 07:30:00;GOOGL;122.5700;122.6800;122.5200;122.6200;6524
2034;2023-10-27 07:15:00;GOOGL;122.7000;122.7100;122.5300;122.5900;8789
2035;2023-10-27 07:00:00;GOOGL;122.9300;123.0700;122.6800;122.6800;13899
2036;2023-10-27 06:45:00;GOOGL;123.0300;123.1700;122.8500;122.9300;5607
2037;2023-10-27 06:30:00;GOOGL;123.0600;123.1200;122.9700;123.0300;6644
2038;2023-10-27 06:15:00;GOOGL;123.1100;123.1100;123.0200;123.0700;3171
2039;2023-10-27 06:00:00;GOOGL;123.1000;123.1500;123.0600;123.1000;1411
2040;2023-10-27 05:45:00;GOOGL;123.0600;123.1300;122.9700;123.1000;1629
2041;2023-10-27 05:30:00;GOOGL;122.9500;123.0400;122.8600;123.0000;4060
2042;2023-10-27 05:15:00;GOOGL;123.0500;123.1800;122.8900;122.9800;2502
2043;2023-10-27 05:00:00;GOOGL;123.1900;123.2000;123.0000;123.0000;3217
2044;2023-10-27 04:45:00;GOOGL;123.2200;123.2300;123.1600;123.2000;4375
2045;2023-10-27 04:30:00;GOOGL;123.1200;123.2800;123.1200;123.2200;3299
2046;2023-10-27 04:15:00;GOOGL;122.9400;123.1200;122.9200;123.0500;4659
2047;2023-10-27 04:00:00;GOOGL;123.1100;123.7500;122.8000;122.8900;10620
2048;2023-11-17 19:45:00;AMD;120.8500;120.9150;120.8400;120.8400;6714
2049;2023-11-17 19:30:00;AMD;120.8400;120.8800;120.8200;120.8650;4133
2050;2023-11-17 19:15:00;AMD;120.8700;120.8700;120.7700;120.8500;3417
2051;2023-11-17 19:00:00;AMD;120.7800;120.8700;120.7500;120.8200;2211
2052;2023-11-17 18:45:00;AMD;120.7280;120.7700;120.6400;120.7500;2508
2053;2023-11-17 18:30:00;AMD;120.7500;120.8000;120.6500;120.6950;5934
2054;2023-11-17 18:15:00;AMD;120.7500;120.8000;120.7000;120.7980;3824
2055;2023-11-17 18:00:00;AMD;120.7300;120.8000;120.7300;120.7400;2244
2056;2023-11-17 17:45:00;AMD;120.9500;120.9500;120.7000;120.7500;2691
2057;2023-11-17 17:30:00;AMD;120.8700;120.9500;120.7800;120.8300;1510
2058;2023-11-17 17:15:00;AMD;120.8700;127.3160;120.8100;127.3160;10126
2059;2023-11-17 17:00:00;AMD;120.8600;120.9600;120.6200;120.8700;165973
2060;2023-11-17 16:45:00;AMD;120.7800;120.9000;120.6200;120.8900;22089
2061;2023-11-17 16:30:00;AMD;120.7100;120.8000;120.6500;120.8000;13385
2062;2023-11-17 16:15:00;AMD;120.6200;120.7000;120.5500;120.7000;34623
2063;2023-11-17 16:00:00;AMD;120.6700;120.7100;120.5100;120.5700;3395433
2064;2023-11-17 15:45:00;AMD;120.5900;120.8000;120.4000;120.6600;2312201
2065;2023-11-17 15:30:00;AMD;120.9700;121.0300;120.5200;120.5900;1475856
2066;2023-11-17 15:15:00;AMD;120.9950;121.0800;120.8800;120.9750;766632
2067;2023-11-17 15:00:00;AMD;121.1100;121.1450;120.8500;120.9950;706256
2068;2023-11-17 14:45:00;AMD;121.1700;121.2200;120.9350;121.1000;615981
2069;2023-11-17 14:30:00;AMD;121.2600;121.3550;121.0500;121.1750;636395
2070;2023-11-17 14:15:00;AMD;121.2700;121.3800;121.1800;121.2500;558779
2071;2023-11-17 14:00:00;AMD;121.0550;121.4500;121.0500;121.2800;836349
2072;2023-11-17 13:45:00;AMD;121.1800;121.1800;120.9700;121.0500;936427
2073;2023-11-17 13:30:00;AMD;121.3500;121.4900;121.1690;121.1770;988973
2074;2023-11-17 13:15:00;AMD;121.2500;121.4200;121.1100;121.3400;929158
2075;2023-11-17 13:00:00;AMD;121.0700;121.3200;121.0000;121.2600;884436
2076;2023-11-17 12:45:00;AMD;120.9100;121.0630;120.7800;121.0630;596082
2077;2023-11-17 12:30:00;AMD;120.8500;121.0100;120.7800;120.9100;753588
2078;2023-11-17 12:15:00;AMD;121.1050;121.1900;120.7200;120.8500;1309430
2079;2023-11-17 12:00:00;AMD;121.0400;121.2900;120.8700;121.1000;1231421
2080;2023-11-17 11:45:00;AMD;120.9900;121.1200;120.7950;121.0500;1371574
2081;2023-11-17 11:30:00;AMD;120.5290;121.0400;120.4000;120.9750;1998199
2082;2023-11-17 11:15:00;AMD;120.3000;120.6700;120.0550;120.5200;1567083
2083;2023-11-17 11:00:00;AMD;120.1500;120.3110;119.6500;120.3110;1760372
2084;2023-11-17 10:45:00;AMD;119.7300;120.1800;119.4100;120.1400;1323435
2085;2023-11-17 10:30:00;AMD;119.5400;119.8500;119.3100;119.7300;1403615
2086;2023-11-17 10:15:00;AMD;119.9600;120.3800;119.4230;119.5500;2291922
2087;2023-11-17 10:00:00;AMD;119.8500;120.2000;119.3800;119.9500;2079730
2088;2023-11-17 09:45:00;AMD;119.1800;120.1000;119.0800;119.8300;2781367
2089;2023-11-17 09:30:00;AMD;119.6400;119.9700;118.8200;119.2000;3853582
2090;2023-11-17 09:15:00;AMD;120.0000;120.1600;119.5700;119.7100;84003
2091;2023-11-17 09:00:00;AMD;120.0000;120.1000;119.8300;120.0500;40931
2092;2023-11-17 08:45:00;AMD;120.0600;120.1200;119.9000;120.0100;31227
2093;2023-11-17 08:30:00;AMD;120.1700;120.2000;119.8800;120.0400;71205
2094;2023-11-17 08:15:00;AMD;120.2100;120.3200;120.1400;120.2000;11401
2095;2023-11-17 08:00:00;AMD;120.3500;120.5000;119.7000;120.2350;50224
2096;2023-11-17 07:45:00;AMD;120.4500;120.4800;120.3400;120.4000;2783
2097;2023-11-17 07:30:00;AMD;120.3600;120.4500;120.3400;120.4000;4110
2098;2023-11-17 07:15:00;AMD;120.2800;120.3900;120.2200;120.3900;8061
2099;2023-11-17 07:00:00;AMD;120.2000;120.3800;120.1500;120.2800;10785
2100;2023-11-17 06:45:00;AMD;120.0200;120.1600;120.0200;120.1500;423
2101;2023-11-17 06:30:00;AMD;120.0800;120.1700;120.0100;120.0200;3225
2102;2023-11-17 06:15:00;AMD;120.1800;120.1900;120.0500;120.0600;1175
2103;2023-11-17 06:00:00;AMD;120.2800;120.2800;120.0800;120.0800;648
2104;2023-11-17 05:45:00;AMD;120.2800;120.2800;120.2200;120.2300;149
2105;2023-11-17 05:30:00;AMD;120.1500;120.3300;120.0700;120.2200;1674
2106;2023-11-17 05:15:00;AMD;120.2100;120.2500;120.0800;120.2500;3176
2107;2023-11-17 05:00:00;AMD;120.0000;120.2400;120.0000;120.2200;1521
2108;2023-11-17 04:45:00;AMD;119.9800;120.1700;119.9700;120.0000;348
2109;2023-11-17 04:30:00;AMD;119.9200;120.1400;119.9100;120.0200;1933
2110;2023-11-17 04:15:00;AMD;120.1700;120.2000;119.9000;119.9200;1807
2111;2023-11-17 04:00:00;AMD;120.8400;120.8400;119.7000;120.1700;1667
2112;2023-11-16 19:45:00;AMD;120.1400;120.2500;120.1000;120.2000;32184
2113;2023-11-16 19:30:00;AMD;120.1500;120.2400;120.0100;120.1400;6031
2114;2023-11-16 19:15:00;AMD;120.0500;120.2000;119.9600;120.1100;7715
2115;2023-11-16 19:00:00;AMD;120.0000;120.0400;119.8900;120.0400;8472
2116;2023-11-16 18:45:00;AMD;119.9150;119.9900;119.8700;119.9200;13479
2117;2023-11-16 18:30:00;AMD;119.8710;119.9500;119.7500;119.9500;5528
2118;2023-11-16 18:15:00;AMD;119.9150;119.9400;119.8600;119.9000;9708
2119;2023-11-16 18:00:00;AMD;119.9300;119.9600;119.8600;119.9200;6143
2120;2023-11-16 17:45:00;AMD;119.9000;120.0000;119.9000;119.9300;2798
2121;2023-11-16 17:30:00;AMD;120.0000;120.0000;119.9000;119.9300;3259
2122;2023-11-16 17:15:00;AMD;119.9200;120.0100;119.9100;119.9700;10176
2123;2023-11-16 17:00:00;AMD;120.0300;124.6210;119.8300;119.9200;60535
2124;2023-11-16 16:45:00;AMD;120.0400;120.1900;119.8300;120.0300;111075
2125;2023-11-16 16:30:00;AMD;119.9200;120.1900;119.8300;120.0800;78973
2126;2023-11-16 16:15:00;AMD;119.8300;119.9900;119.7600;119.9300;32140
2127;2023-11-16 16:00:00;AMD;119.8200;119.9400;119.7200;119.8000;8590327
2128;2023-11-16 15:45:00;AMD;119.7400;120.0700;119.6500;119.8200;2722415
2129;2023-11-16 15:30:00;AMD;119.6900;119.7900;119.5400;119.7400;1162080
2130;2023-11-16 15:15:00;AMD;119.7900;119.8800;119.6800;119.6850;1041738
2131;2023-11-16 15:00:00;AMD;119.8800;119.9700;119.7100;119.7900;1009844
2132;2023-11-16 14:45:00;AMD;120.2690;120.3100;119.8150;119.8900;990064
2133;2023-11-16 14:30:00;AMD;119.9500;120.2700;119.8300;120.2650;812911
2134;2023-11-16 14:15:00;AMD;120.1000;120.1300;119.8200;119.9400;722161
2135;2023-11-16 14:00:00;AMD;119.8800;120.1850;119.7950;120.0900;846225
2136;2023-11-16 13:45:00;AMD;120.0600;120.0600;119.7400;119.8870;889145
2137;2023-11-16 13:30:00;AMD;120.1300;120.3800;119.9700;120.0770;1069070
2138;2023-11-16 13:15:00;AMD;119.9300;120.1990;119.7500;120.1200;1211671
2139;2023-11-16 13:00:00;AMD;120.4190;120.4840;119.8600;119.9300;980779
2140;2023-11-16 12:45:00;AMD;120.5210;120.7260;120.2800;120.4100;1159385
2141;2023-11-16 12:30:00;AMD;120.5140;120.6770;120.3400;120.5200;970137
2142;2023-11-16 12:15:00;AMD;120.2700;120.6600;120.1700;120.5100;1263637
2143;2023-11-16 12:00:00;AMD;119.8700;120.3900;119.7460;120.2900;1619392
2144;2023-11-16 11:45:00;AMD;119.3900;120.1000;119.3800;119.8600;1891717
2145;2023-11-16 11:30:00;AMD;119.0890;119.4100;118.8900;119.4100;1272569
2146;2023-11-16 11:15:00;AMD;119.6700;119.8400;119.0600;119.0900;1598463
2147;2023-11-16 11:00:00;AMD;119.6800;119.8200;119.3100;119.6900;1946539
2148;2023-11-16 10:45:00;AMD;118.8900;119.6900;118.8200;119.6700;2435542
2149;2023-11-16 10:30:00;AMD;118.7450;119.0700;118.5100;118.9000;2318696
2150;2023-11-16 10:15:00;AMD;119.6250;119.6250;118.6100;118.7600;2615423
2151;2023-11-16 10:00:00;AMD;119.1500;119.8500;118.9200;119.6030;3408101
2152;2023-11-16 09:45:00;AMD;118.3000;119.4650;118.2730;119.1490;3842633
2153;2023-11-16 09:30:00;AMD;117.2000;118.5800;116.4100;118.3100;4435854
2154;2023-11-16 09:15:00;AMD;117.1600;117.2800;117.0400;117.1800;19676
2155;2023-11-16 09:00:00;AMD;117.4700;119.2650;117.0600;117.1500;39181
2156;2023-11-16 08:45:00;AMD;116.9300;117.4700;116.9300;117.4000;26561
2157;2023-11-16 08:30:00;AMD;117.0000;117.2900;116.8200;116.8800;39996
2158;2023-11-16 08:15:00;AMD;116.8200;116.9900;116.6600;116.8800;39625
2159;2023-11-16 08:00:00;AMD;116.9900;118.0000;116.6600;116.8800;54016
2160;2023-11-16 07:45:00;AMD;117.0900;117.1600;116.8200;116.8200;17695
2161;2023-11-16 07:30:00;AMD;116.8900;117.1500;116.8500;117.0800;18910
2162;2023-11-16 07:15:00;AMD;116.7800;117.0000;116.7400;116.8500;13654
2163;2023-11-16 07:00:00;AMD;117.2900;117.3000;116.6600;116.8000;27895
2164;2023-11-16 06:45:00;AMD;117.2700;117.2900;117.1700;117.2900;2046
2165;2023-11-16 06:30:00;AMD;117.3300;117.3300;117.1600;117.2400;392
2166;2023-11-16 06:15:00;AMD;117.2800;117.3000;117.1900;117.3000;1514
2167;2023-11-16 06:00:00;AMD;117.2100;117.3200;117.1700;117.1700;1269
2168;2023-11-16 05:45:00;AMD;117.2900;117.3500;117.1700;117.2800;1258
2169;2023-11-16 05:30:00;AMD;117.2500;117.3200;117.2300;117.3200;211
2170;2023-11-16 05:15:00;AMD;117.0200;117.2900;117.0100;117.2500;676
2171;2023-11-16 05:00:00;AMD;117.3000;117.3300;117.0000;117.0300;2538
2172;2023-11-16 04:45:00;AMD;117.3300;117.3400;117.2200;117.3100;3931
2173;2023-11-16 04:30:00;AMD;117.3200;117.4300;117.2500;117.3300;1872
2174;2023-11-16 04:15:00;AMD;117.3400;117.5000;117.3300;117.3900;2411
2175;2023-11-16 04:00:00;AMD;117.5800;117.5800;117.2000;117.3200;3651
2176;2023-11-15 19:45:00;AMD;117.4900;117.5000;117.4000;117.5000;15623
2177;2023-11-15 19:30:00;AMD;117.4000;118.0000;117.4000;117.4800;116056
2178;2023-11-15 19:15:00;AMD;117.3600;117.5000;117.3300;117.3800;5569
2179;2023-11-15 19:00:00;AMD;117.3800;117.5000;117.3100;117.3990;6527
2180;2023-11-15 18:45:00;AMD;117.5000;117.5000;117.3500;117.4000;4114
2181;2023-11-15 18:30:00;AMD;117.5300;117.6300;117.4000;117.5000;6628
2182;2023-11-15 18:15:00;AMD;117.6300;117.6300;117.5200;117.6300;4171
2183;2023-11-15 18:00:00;AMD;117.4900;117.7200;117.4900;117.5900;7401
2184;2023-11-15 17:45:00;AMD;117.3000;117.5000;117.3000;117.4750;5930
2185;2023-11-15 17:30:00;AMD;117.3000;117.3500;117.2600;117.3400;3183
2186;2023-11-15 17:15:00;AMD;117.3300;118.0000;117.2300;117.3300;12866
2187;2023-11-15 17:00:00;AMD;117.3000;118.0000;117.3000;117.3700;41078
2188;2023-11-15 16:45:00;AMD;117.3500;118.0000;117.1800;117.3300;31298
2189;2023-11-15 16:30:00;AMD;117.6900;118.0000;113.8800;117.3500;60185
2190;2023-11-15 16:15:00;AMD;117.7000;118.0000;117.5300;117.6900;56531
2191;2023-11-15 16:00:00;AMD;118.0000;118.2770;117.5300;117.6700;5354293
2192;2023-11-15 15:45:00;AMD;117.6900;118.0500;117.6300;118.0000;2866995
2193;2023-11-15 15:30:00;AMD;117.3550;117.7000;117.1000;117.6950;1763244
2194;2023-11-15 15:15:00;AMD;117.5200;117.8100;117.2900;117.3450;1523351
2195;2023-11-15 15:00:00;AMD;117.6400;117.6600;117.2500;117.5200;1195202
2196;2023-11-15 14:45:00;AMD;117.5400;117.6600;117.3500;117.6280;959183
2197;2023-11-15 14:30:00;AMD;117.7700;117.7950;117.4900;117.5400;919440
2198;2023-11-15 14:15:00;AMD;117.8200;117.8250;117.5300;117.7800;929969
2199;2023-11-15 14:00:00;AMD;117.8800;118.0300;117.7700;117.8100;775206
2200;2023-11-15 13:45:00;AMD;117.9030;117.9850;117.7600;117.8750;640483
2201;2023-11-15 13:30:00;AMD;117.7080;118.0800;117.6400;117.8800;1179038
2202;2023-11-15 13:15:00;AMD;117.0800;117.7800;116.8700;117.7100;1591593
2203;2023-11-15 13:00:00;AMD;117.8300;117.8300;117.0400;117.0850;2119748
2204;2023-11-15 12:45:00;AMD;117.9090;118.2500;117.7800;117.8400;1435714
2205;2023-11-15 12:30:00;AMD;118.5800;118.6180;117.8500;117.9060;1615218
2206;2023-11-15 12:15:00;AMD;118.8310;118.8400;118.0700;118.5940;2107479
2207;2023-11-15 12:00:00;AMD;119.0200;119.0900;118.6000;118.8300;1396645
2208;2023-11-15 11:45:00;AMD;119.4400;119.7200;118.8100;119.0000;1512812
2209;2023-11-15 11:30:00;AMD;119.6700;119.9900;119.3000;119.4400;2108164
2210;2023-11-15 11:15:00;AMD;119.4000;119.6900;119.0700;119.6600;1603775
2211;2023-11-15 11:00:00;AMD;118.8700;120.1700;118.6500;119.4100;4448212
2212;2023-11-15 10:45:00;AMD;118.9000;119.1400;118.6600;118.8600;1919258
2213;2023-11-15 10:30:00;AMD;118.5000;119.1600;118.3000;118.9030;2439212
2214;2023-11-15 10:15:00;AMD;118.5400;119.1100;118.4100;118.4970;3750137
2215;2023-11-15 10:00:00;AMD;117.2900;118.5600;116.9300;118.5510;4944234
2216;2023-11-15 09:45:00;AMD;119.0350;119.0680;117.1600;117.2900;4838497
2217;2023-11-15 09:30:00;AMD;120.5400;120.5900;118.8250;119.0300;4727716
2218;2023-11-15 09:15:00;AMD;120.5400;120.6500;120.4000;120.5700;52458
2219;2023-11-15 09:00:00;AMD;120.7500;120.8900;119.9200;120.6100;35042
2220;2023-11-15 08:45:00;AMD;120.6400;120.8300;120.5100;120.7300;46760
2221;2023-11-15 08:30:00;AMD;121.3800;121.6000;119.8800;120.6500;162865
2222;2023-11-15 08:15:00;AMD;121.3600;121.4000;121.2500;121.3800;27547
2223;2023-11-15 08:00:00;AMD;121.0100;121.6000;119.8800;121.3990;115191
2224;2023-11-15 07:45:00;AMD;121.3000;121.3200;121.2500;121.2800;13142
2225;2023-11-15 07:30:00;AMD;121.2800;121.3500;121.2300;121.3000;17020
2226;2023-11-15 07:15:00;AMD;121.4200;121.6100;121.2600;121.2800;29857
2227;2023-11-15 07:00:00;AMD;121.1300;121.4600;121.0000;121.4200;28985
2228;2023-11-15 06:45:00;AMD;121.0300;121.1900;120.9700;121.1400;4614
2229;2023-11-15 06:30:00;AMD;120.9500;121.0200;120.9200;121.0200;4678
2230;2023-11-15 06:15:00;AMD;120.8000;121.0000;120.7500;120.9900;1367
2231;2023-11-15 06:00:00;AMD;120.9300;120.9300;120.8000;120.8100;2718
2232;2023-11-15 05:45:00;AMD;120.8300;120.9600;120.7400;120.9400;7034
2233;2023-11-15 05:30:00;AMD;120.7400;120.9000;120.7400;120.7900;5240
2234;2023-11-15 05:15:00;AMD;120.7200;120.8000;120.7000;120.7900;1787
2235;2023-11-15 05:00:00;AMD;120.6000;120.7200;120.5600;120.7200;3614
2236;2023-11-15 04:45:00;AMD;120.6700;120.7200;120.5300;120.6300;1711
2237;2023-11-15 04:30:00;AMD;120.5700;120.7700;120.5300;120.6500;3548
2238;2023-11-15 04:15:00;AMD;120.4400;120.5900;120.3900;120.5100;6879
2239;2023-11-15 04:00:00;AMD;120.4900;120.8500;120.2700;120.4500;3821
2240;2023-11-14 19:45:00;AMD;120.1100;120.2900;120.1100;120.2500;19312
2241;2023-11-14 19:30:00;AMD;120.0800;120.1400;120.0600;120.1200;7754
2242;2023-11-14 19:15:00;AMD;120.1000;120.1000;120.0300;120.1000;4191
2243;2023-11-14 19:00:00;AMD;120.0500;120.1000;120.0200;120.0600;5110
2244;2023-11-14 18:45:00;AMD;120.0700;120.1000;120.0200;120.0550;6432
2245;2023-11-14 18:30:00;AMD;120.0500;120.0900;120.0000;120.0800;7700
2246;2023-11-14 18:15:00;AMD;120.0500;120.0800;120.0000;120.0650;7550
2247;2023-11-14 18:00:00;AMD;120.0300;120.0800;120.0220;120.0500;5921
2248;2023-11-14 17:45:00;AMD;120.0250;120.0900;120.0000;120.0450;3143
2249;2023-11-14 17:30:00;AMD;120.0600;120.0900;120.0000;120.0100;3515
2250;2023-11-14 17:15:00;AMD;120.0400;120.1000;119.8800;120.0800;15355
2251;2023-11-14 17:00:00;AMD;119.9700;120.0700;119.8800;120.0600;205763
2252;2023-11-14 16:45:00;AMD;119.9300;120.0660;119.8800;119.9400;37706
2253;2023-11-14 16:30:00;AMD;119.9700;120.0800;119.8800;119.9200;27823
2254;2023-11-14 16:15:00;AMD;119.8800;119.9750;119.8800;119.9700;48597
2255;2023-11-14 16:00:00;AMD;119.8800;120.1100;119.7100;119.9600;6576540
2256;2023-11-14 15:45:00;AMD;120.0900;120.1010;119.6900;119.8800;3140682
2257;2023-11-14 15:30:00;AMD;120.2200;120.3100;120.0100;120.1000;1491890
2258;2023-11-14 15:15:00;AMD;120.3400;120.4600;120.1320;120.2300;1401784
2259;2023-11-14 15:00:00;AMD;120.1400;120.3800;119.9810;120.3350;1362424
2260;2023-11-14 14:45:00;AMD;119.8600;120.3000;119.8500;120.1500;1277952
2261;2023-11-14 14:30:00;AMD;119.6300;120.0300;119.6300;119.8500;1463146
2262;2023-11-14 14:15:00;AMD;119.6350;119.6550;119.2200;119.6230;1259638
2263;2023-11-14 14:00:00;AMD;119.8320;119.8400;119.4420;119.6400;1414607
2264;2023-11-14 13:45:00;AMD;119.9450;120.0700;119.7800;119.8200;1052142
2265;2023-11-14 13:30:00;AMD;120.4600;120.4800;119.7410;119.9500;1558249
2266;2023-11-14 13:15:00;AMD;120.6500;120.8400;120.4400;120.4620;1165212
2267;2023-11-14 13:00:00;AMD;120.9800;120.9800;120.5900;120.6500;948323
2268;2023-11-14 12:45:00;AMD;120.8300;121.0400;120.7700;120.9800;1344977
2269;2023-11-14 12:30:00;AMD;120.5400;120.8800;120.5300;120.8360;1178073
2270;2023-11-14 12:15:00;AMD;120.6900;120.7800;120.5100;120.5370;1041261
2271;2023-11-14 12:00:00;AMD;120.6300;120.7500;120.2700;120.6800;1581702
2272;2023-11-14 11:45:00;AMD;121.0000;121.0700;120.3800;120.6300;2207922
2273;2023-11-14 11:30:00;AMD;121.5550;121.5910;120.9400;121.0100;1832986
2274;2023-11-14 11:15:00;AMD;121.4600;121.7100;121.2000;121.5400;1813153
2275;2023-11-14 11:00:00;AMD;121.5430;121.7200;121.4200;121.4700;1443605
2276;2023-11-14 10:45:00;AMD;121.8500;122.1100;121.4700;121.5500;2991627
2277;2023-11-14 10:30:00;AMD;121.0200;121.8700;120.9900;121.8450;3562206
2278;2023-11-14 10:15:00;AMD;119.8120;121.2020;119.5200;121.0150;3666628
2279;2023-11-14 10:00:00;AMD;120.4000;120.8000;119.7200;119.7950;3372157
2280;2023-11-14 09:45:00;AMD;120.9400;121.2600;119.9800;120.4150;3766081
2281;2023-11-14 09:30:00;AMD;119.7000;121.0900;119.6100;120.9100;6800710
2282;2023-11-14 09:15:00;AMD;119.8300;119.9700;119.5980;119.6900;82861
2283;2023-11-14 09:00:00;AMD;119.7600;120.0000;116.8250;119.8100;167326
2284;2023-11-14 08:45:00;AMD;119.1900;119.8700;119.1500;119.8000;305487
2285;2023-11-14 08:30:00;AMD;117.0600;119.3900;116.8600;119.1900;442663
2286;2023-11-14 08:15:00;AMD;117.0500;117.0900;116.7900;117.0900;1689124
2287;2023-11-14 08:00:00;AMD;117.1300;117.3800;116.7000;117.0200;58695
2288;2023-11-14 07:45:00;AMD;117.1000;117.1900;117.0500;117.1200;6159
2289;2023-11-14 07:30:00;AMD;117.1900;117.2200;117.1000;117.1000;7243
2290;2023-11-14 07:15:00;AMD;117.2100;117.2200;117.1000;117.2000;8486
2291;2023-11-14 07:00:00;AMD;117.1500;117.2200;117.0100;117.2000;14949
2292;2023-11-14 06:45:00;AMD;117.1500;117.1600;117.0700;117.1300;405
2293;2023-11-14 06:30:00;AMD;117.1900;117.2200;117.0300;117.1400;5571
2294;2023-11-14 06:15:00;AMD;117.1400;117.2000;117.1300;117.1300;546
2295;2023-11-14 06:00:00;AMD;117.0700;117.2100;117.0000;117.1400;2197
2296;2023-11-14 05:45:00;AMD;117.1300;117.1500;117.0100;117.0700;2662
2297;2023-11-14 05:30:00;AMD;117.1800;117.2100;117.1000;117.1200;2377
2298;2023-11-14 05:15:00;AMD;117.1900;117.2200;117.1600;117.2200;1492
2299;2023-11-14 05:00:00;AMD;117.2100;117.2100;117.1400;117.2000;1189
2300;2023-11-14 04:45:00;AMD;117.2000;117.2200;117.1500;117.2100;588
2301;2023-11-14 04:30:00;AMD;117.1800;117.2200;117.0800;117.1900;1218
2302;2023-11-14 04:15:00;AMD;117.2600;117.2700;117.1000;117.1900;4410
2303;2023-11-14 04:00:00;AMD;117.0000;117.3200;116.8500;117.2500;4415
2304;2023-11-13 19:45:00;AMD;116.8500;116.8500;116.8200;116.8500;16796
2305;2023-11-13 19:30:00;AMD;116.8300;116.8500;116.8200;116.8500;5368
2306;2023-11-13 19:15:00;AMD;116.8500;116.8600;116.8200;116.8400;9201
2307;2023-11-13 19:00:00;AMD;116.8200;116.8700;116.7700;116.8550;5965
2308;2023-11-13 18:45:00;AMD;116.8000;116.8400;116.7500;116.8200;2323
2309;2023-11-13 18:30:00;AMD;116.7900;116.8200;116.7500;116.7750;9835
2310;2023-11-13 18:15:00;AMD;116.8000;116.8200;116.7300;116.7850;7976
2311;2023-11-13 18:00:00;AMD;116.7750;116.8000;116.7300;116.7500;1331
2312;2023-11-13 17:45:00;AMD;116.8000;116.8300;116.7300;116.7750;4348
2313;2023-11-13 17:30:00;AMD;116.8300;116.8400;116.7900;116.8300;4090
2314;2023-11-13 17:15:00;AMD;116.8300;116.8300;116.7900;116.8000;4601
2315;2023-11-13 17:00:00;AMD;116.8100;116.8300;116.7700;116.8200;2668
2316;2023-11-13 16:45:00;AMD;116.8300;116.8600;116.7300;116.7500;73131
2317;2023-11-13 16:30:00;AMD;116.9200;116.9300;116.7900;116.8300;50759
2318;2023-11-13 16:15:00;AMD;116.7900;116.9200;116.7100;116.9200;30406
2319;2023-11-13 16:00:00;AMD;116.7700;116.8800;116.5600;116.7900;3723984
2320;2023-11-13 15:45:00;AMD;116.8000;116.9550;116.6900;116.7700;2499961
2321;2023-11-13 15:30:00;AMD;116.8250;116.9600;116.7900;116.7950;1165862
2322;2023-11-13 15:15:00;AMD;116.6000;116.9800;116.4850;116.8290;1167460
2323;2023-11-13 15:00:00;AMD;116.7400;116.8200;116.4450;116.6050;1138191
2324;2023-11-13 14:45:00;AMD;116.8000;116.9000;116.5800;116.7360;781700
2325;2023-11-13 14:30:00;AMD;116.8600;116.8700;116.6000;116.7960;832908
2326;2023-11-13 14:15:00;AMD;116.8500;116.9800;116.7600;116.8400;923724
2327;2023-11-13 14:00:00;AMD;116.7000;116.8750;116.5700;116.8600;796058
2328;2023-11-13 13:45:00;AMD;116.7250;116.9550;116.6600;116.6980;878978
2329;2023-11-13 13:30:00;AMD;116.3500;116.7800;116.2810;116.7200;1128518
2330;2023-11-13 13:15:00;AMD;116.5720;116.7300;116.3420;116.3550;1194923
2331;2023-11-13 13:00:00;AMD;116.5550;116.6100;116.4400;116.5800;868373
2332;2023-11-13 12:45:00;AMD;116.3670;116.6150;116.1700;116.5600;888718
2333;2023-11-13 12:30:00;AMD;116.2010;116.4500;116.0500;116.3600;871503
2334;2023-11-13 12:15:00;AMD;116.2600;116.5000;116.0000;116.1670;1327395
2335;2023-11-13 12:00:00;AMD;116.4700;116.6480;116.0000;116.2600;2115908
2336;2023-11-13 11:45:00;AMD;117.0100;117.1100;116.4200;116.4840;1760433
2337;2023-11-13 11:30:00;AMD;117.1100;117.3400;116.9600;117.0400;1403057
2338;2023-11-13 11:15:00;AMD;117.0800;117.2100;116.6280;117.1140;1555906
2339;2023-11-13 11:00:00;AMD;117.0100;117.3800;116.8100;117.0900;1608390
2340;2023-11-13 10:45:00;AMD;117.0900;117.5200;116.8400;117.0050;2249853
2341;2023-11-13 10:30:00;AMD;116.6500;117.1100;116.2400;117.1000;2124342
2342;2023-11-13 10:15:00;AMD;117.6000;117.6000;116.4600;116.6600;2891087
2343;2023-11-13 10:00:00;AMD;116.6300;117.7000;116.4000;117.6000;3068199
2344;2023-11-13 09:45:00;AMD;116.9000;117.2200;116.2200;116.6500;3250872
2345;2023-11-13 09:30:00;AMD;118.3400;118.6800;116.7500;116.8800;5457832
2346;2023-11-13 09:15:00;AMD;118.1550;118.6400;118.1200;118.5000;45256
2347;2023-11-13 09:00:00;AMD;118.3000;118.3200;114.6150;118.1300;49423
2348;2023-11-13 08:45:00;AMD;118.1800;118.3900;118.1200;118.3000;43142
2349;2023-11-13 08:30:00;AMD;118.7300;118.7900;118.1600;118.2000;47248
